M,P-001331,CORTLANDT STREET,GREENWICH STREET,WASHINGTON STREET,N
M,P-005022,LUDLOW STREET,EAST HOUSTON STREET,FIRST AVENUE,W
M,P-005315,MADISON AVENUE,EAST  109 STREET,EAST  110 STREET,W
M,P-005333,3 AVENUE,EAST  123 STREET,EAST  124 STREET,W
M,P-005335,CORTLANDT STREET,WASHINGTON STREET,WEST STREET,S
M,P-005376,BARCLAY STREET,BROADWAY,GREENWICH STREET,S
M,P-005390,DEY STREET,GREENWICH STREET,WASHINGTON STREET,S
M,P-006849,LEXINGTON AVENUE,EAST  117 STREET,EAST  116 STREET,W
M,P-006857,3 AVENUE,EAST  118 STREET,EAST  119 STREET,W
M,P-007120,SUFFOLK STREET,HESTER STREET,GRAND STREET,E
M,P-010549,EAST   97 STREET,PARK AVENUE,MADISON AVENUE,S
M,P-014333,NORFOLK STREET,HESTER STREET,GRAND STREET,W
M,P-015679,SUFFOLK STREET,HESTER STREET,GRAND STREET,W
M,P-015830,ESSEX STREET,BROADWAY,HESTER STREET,E
M,P-016053,EAST    8 STREET,FIFTH AVENUE,UNNAMED STREET,N
M,P-016120,EIGHTH AVENUE,UNNAMED STREET,WEST  122 STREET,E
M,P-017226,GRAND STREET,NORFOLK STREET,SUFFOLK STREET,S
M,P-022138,FRONT STREET,COENTIES SLIP,CUYLERS ALLEY,S
M,P-024215,EAST    6 STREET,WEST   11 STREET,PERETZ SQUARE,W
M,P-024226,EAST    6 STREET,WEST   17 STREET,WEST   11 STREET,W
M,P-026738,FRONT STREET,COENTIES SLIP,COENTIES SLIP EAST,W
M,P-028872,FRONT STREET,COENTIES SLIP EAST,COENTIES SLIP,E
M,P-028878,SOUTH STREET,COENTIES SLIP,COENTIES SLIP,W
M,P-030818,JONES STREET,BLEECKER STREET,WEST    4 STREET,N
M,P-030957,MOTT STREET,PELL STREET,PARK ROW,E
M,P-030970,EAST    1 STREET,LUDLOW STREET,FIRST AVENUE,S
M,P-032177,VESEY STREET,WASHINGTON STREET,GREENWICH STREET,N
M,P-032178,WEST STREET,DEY STREET,FULTON STREET,E
M,P-032180,VESEY STREET,WASHINGTON STREET,WEST STREET,S
M,P-032340,DEY STREET,GREENWICH STREET,WASHINGTON STREET,N
M,P-032443,EAST HOUSTON STREET,EAST    1 STREET,LUDLOW STREET,N
M,P-032566,BROADWAY,WEST  134 STREET,WEST  135 STREET,W
M,P-033459,AVENUE OF THE AMERICAS,WEST    4 STREET,WAVERLY PLACE,W
M,P-033903,EAST    1 STREET,AVENUE A,LUDLOW STREET,S
M,P-034879,AVENUE OF THE AMERICAS,DOMINICK STREET,SPRING STREET,E
M,P-035009,AMSTERDAM AVENUE,WEST   73 STREET,BROADWAY,W
M,P-035167,BROADWAY,EAST   99 STREET,WEST   98 STREET,W
M,P-035310,HUDSON STREET,ABINGDON SQUARE,WEST   18 STREET,E
M,P-036709,RUTGERS SLIP,HENRY STREET,BROADWAY,E
M,P-036750,FORSYTH STREET,DIVISION STREET,BROADWAY,W
M,P-036812,BROOME STREET,CLINTON STREET,ATTORNEY STREET,S
M,P-037327,WILLIAM STREET,PEARL STREET,HANOVER SQUARE,N
M,P-038220,EAST   20 STREET,UNNAMED STREET,UNNAMED STREET,N
M,P-038233,FIRST AVENUE,UNNAMED STREET,EAST   16 STREET,W
M,P-038328,PEARL STREET,CARDINAL HAYES PLACE,KENT PLACE,N
M,P-038751,DELANCEY STREET,NORFOLK STREET,ESSEX STREET,E
M,P-039327,PEARL STREET,KENT PLACE,FOLEY SQUARE,N
M,P-039800,BROADWAY,WEST  134 STREET,WEST  133 STREET,W
M,P-041874,CENTRE STREET,DUANE STREET,PEARL STREET,W
M,P-043036,HUDSON STREET,WEST   10 STREET,CHARLES STREET,E
M,P-044131,AVENUE B,EAST  112 STREET,EAST   12 STREET,W
M,P-044248,CLARKSON STREET,HUDSON STREET,EAST    7 STREET,N
M,P-045812,BROADWAY,WEST  133 STREET,WEST  134 STREET,E
M,P-045835,AMSTERDAM AVENUE,WEST  115 STREET,WEST  116 STREET,E
M,P-047621,DIVISION STREET,FLORENCE PLACE,CHRYSTIE STREET,N
M,P-047806,EAST   74 STREET,WEST END AVENUE,BROADWAY,S
M,P-048309,ST NICHOLAS AVENUE,WEST  146 STREET,WEST  145 STREET,W
M,P-050951,3 AVENUE,EAST   60 STREET,EAST   72 STREET,N
M,P-050956,3 AVENUE,EAST   72 STREET,EAST   86 STREET,N
M,P-051496,BROADWAY,WEST  225 STREET,EXTERIOR STREET,E
M,P-052815,5 AVENUE,EAST  104 STREET,EAST  103 STREET,E
M,P-054512,SECOND AVENUE,UNNAMED STREET,EAST    7 STREET,W
M,P-055771,AVENUE B,WEST   14 STREET,EAST   13 STREET,W
M,P-056802,CARMINE STREET,7 AVENUE,BEDFORD STREET,S
M,P-057008,PEARL STREET,ST JAMES PLACE,MADISON STREET,E
M,P-059436,UNNAMED STREET,WEST  144 STREET,WEST  143 STREET,W
M,P-059934,WEST   10 STREET,STUYVESANT STREET,SECOND AVENUE,S
M,P-060358,FIRST AVENUE,EAST    7 STREET,UNNAMED STREET,E
M,P-060366,FIRST AVENUE,EAST    7 STREET,EAST    7 STREET,W
M,P-060367,FIRST AVENUE,EAST    7 STREET,UNNAMED STREET,W
M,P-060368,FIRST AVENUE,UNNAMED STREET,EAST    9 STREET,W
M,P-061350,WEST   73 STREET,YORK AVENUE,FDR DRIVE,S
M,P-061756,WEST    4 STREET,GROVE STREET,BARROW STREET,W
M,P-061758,WEST    4 STREET,AVENUE OF THE AMERICAS,MACDOUGAL STREET,N
M,P-061835,FORSYTH STREET,CANAL STREET,HESTER STREET,E
M,P-061837,FORSYTH STREET,GRAND STREET,CANAL STREET,W
M,P-062477,GRAND STREET,WHITE STREET,WALKER STREET,W
M,P-062617,WEST   45 STREET,8 AVENUE,11 AVENUE,N
M,P-063916,EAST    1 STREET,EAST HOUSTON STREET,LUDLOW STREET,S
M,P-064251,EAST   17 STREET,UNION SQUARE,UNION SQUARE,N
M,P-064383,EAST    4 STREET,GROVE STREET,BARROW STREET,W
M,P-065520,AVENUE B,EAST   13 STREET,EAST   14 STREET,E
M,P-068466,EAST   97 STREET,PARK AVENUE,MADISON AVENUE,N
M,P-069981,UNION SQUARE WEST,EAST   14 STREET,EAST   16 STREET,E
M,P-074569,WEST  125 STREET,OLD BROADWAY,BROADWAY,N
M,P-075219,MADISON AVENUE,EAST   98 STREET,EAST   99 STREET,E
M,P-081420,MAIDEN LANE,FRONT STREET,SOUTH STREET,S
M,P-083354,LEXINGTON AVENUE,EAST   28 STREET,EAST   27 STREET,E
M,P-087852,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,W
M,P-088298,LENOX AVENUE,WEST  138 STREET,WEST  137 STREET,W
M,P-089479,COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,W
M,P-095511,BOWERY,BROOME STREET,GRAND STREET,W
M,P-096693,EAST   49 STREET,FDR DRIVE,1 AVENUE,S
M,P-099656,MALCOLM X BOULEVARD,WEST  125 STREET,WEST  126 STREET,E
M,P-107363,BOWERY,GRAND STREET,HESTER STREET,W
M,P-108181,WATER STREET,JOHN STREET,FULTON STREET,E
M,P-108428,ALBANY STREET,WEST STREET,WASHINGTON STREET,N
M,P-110788,EAST   96 STREET,LEXINGTON AVENUE,PARK AVENUE,N
M,P-114178,MADISON AVENUE,EAST   96 STREET,EAST   97 STREET,E
M,P-118216,2 AVENUE,EAST   97 STREET,EAST   96 STREET,W
M,P-118279,PARK AVENUE,EAST   99 STREET,EAST   98 STREET,W
M,P-120364,WEST  183 STREET,SAINT NICHOLAS AVENUE,AUDUBON AVENUE,S
M,P-120371,WEST  170 STREET,SAINT NICHOLAS AVENUE,AUDUBON AVENUE,N
M,P-122257,WEST  120 STREET,AMSTERDAM AVENUE,BROADWAY,N
M,P-123786,WEST  182 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,N
M,P-130503,CHURCH STREET,VESEY STREET,BARCLAY STREET,W
M,P-131289,SEVENTH AVENUE SOUTH,BARROW STREET,BLEECKER STREET,E
M,P-133426,COOPER SQUARE          *E,ASTOR PLACE,EAST    6 STREET,W
M,P-136653,EAST   35 STREET,MADISON AVENUE,5 AVENUE,N
M,P-136655,BATTERY PLACE          *PLAZA,WEST STREET,WASHINGTON STREET,S
M,P-136656,BATTERY PLACE          *N RDWY,WASHINGTON STREET,WEST STREET,S
M,P-137486,LEXINGTON AVENUE,EAST   59 STREET,EAST   58 STREET,E
M,P-137488,BATTERY PLACE          *N RDWY,GREENWICH STREET,WESTERN UNION INTL PLAZA,S
M,P-141721,EAST   33 STREET,THIRD AVENUE,LEXINGTON AVENUE,S
M,P-142205,GRAND STREET,ATTORNEY STREET,CLINTON STREET,N
M,P-143653,BROADWAY,WEST  182 STREET,WEST  183 STREET,E
M,P-143985,EAST   68 STREET,FIRST AVENUE,YORK AVENUE,N
M,P-144045,LENOX AVENUE,WEST  133 STREET,WEST  132 STREET,W
M,P-144046,WEST  132 STREET,LENOX AVENUE,FIFTH AVENUE,N
M,P-144048,LENOX AVENUE,WEST  134 STREET,WEST  133 STREET,W
M,P-144050,ADAM CLAYTON POWELL JR BOULEVARD,WEST  146 STREET,WEST  145 STREET,W
M,P-144054,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,E
M,P-144063,LENOX AVENUE,WEST  127 STREET,WEST  128 STREET,E
M,P-144066,ADAM CLAYTON POWELL JR BOULEVARD,WEST  137 STREET,WEST  138 STREET,E
M,P-144073,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,W
M,P-144372,WEST  135 STREET,LENOX AVENUE,LENOX TERRACE PLACE,S
M,P-144373,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,S
M,P-144693,LEXINGTON AVENUE,EAST  117 STREET,EAST  116 STREET,E
M,P-146234,EDWARD M MORGAN PLACE,WEST  157 STREET,WEST  156 STREET,W
M,P-148766,WALL STREET            *PRK AREA,FRONT STREET,SOUTH STREET,N
M,P-150438,AMSTERDAM AVENUE,WEST  148 STREET,WEST  147 STREET,W
M,P-150873,BARCLAY STREET,BROADWAY,CHURCH STREET,N
M,P-151165,COLUMBUS AVENUE,WEST   91 STREET,WEST   90 STREET,W
M,P-151181,WEST   66 STREET,BROADWAY,AMSTERDAM AVENUE,S
M,P-151191,BROADWAY,WEST  109 STREET,WEST  108 STREET,W
M,P-151201,BROADWAY,WEST   93 STREET,WEST   92 STREET,W
M,P-151216,BROADWAY,WEST  103 STREET,WEST  102 STREET,W
M,P-151219,BROADWAY,WEST   89 STREET,WEST   88 STREET,W
M,P-151222,BROADWAY,WEST   99 STREET,WEST   98 STREET,W
M,P-151352,BROADWAY,WEST  105 STREET,WEST  104 STREET,W
M,P-151358,BROADWAY,WEST   91 STREET,WEST   90 STREET,W
M,P-151643,YORK AVENUE,EAST   85 STREET,EAST   84 STREET,W
M,P-151650,YORK AVENUE,EAST   78 STREET,EAST   77 STREET,W
M,P-151651,YORK AVENUE,EAST   80 STREET,EAST   79 STREET,W
M,P-151652,YORK AVENUE,EAST   81 STREET,EAST   80 STREET,W
M,P-151656,YORK AVENUE,EAST   83 STREET,EAST   82 STREET,W
M,P-151689,WEST   71 STREET,COLUMBUS AVENUE,BROADWAY,N
M,P-152041,GREENWICH STREET,RECTOR STREET,BKLYN BATTERY TUNNEL,W
M,P-152235,BROADWAY,WEST  103 STREET,WEST  104 STREET,E
M,P-152250,BROADWAY,WEST   93 STREET,WEST   94 STREET,E
M,P-152255,BROADWAY,WEST   61 STREET,WEST   62 STREET,E
M,P-152269,BROADWAY,WEST   92 STREET,WEST   93 STREET,E
M,P-152270,BROADWAY,WEST   89 STREET,WEST   90 STREET,E
M,P-152272,BROADWAY,WEST   90 STREET,WEST   91 STREET,E
M,P-152276,BROADWAY,WEST  105 STREET,WEST  106 STREET,E
M,P-152277,BROADWAY,WEST  107 STREET,WEST  108 STREET,E
M,P-152278,BROADWAY,WEST  108 STREET,WEST  109 STREET,E
M,P-152279,BROADWAY,WEST   97 STREET,WEST   98 STREET,E
M,P-152280,BROADWAY,WEST  100 STREET,WEST  101 STREET,E
M,P-152304,BROADWAY,WEST   87 STREET,WEST   88 STREET,E
M,P-152305,WEST   43 STREET,11 AVENUE,12 AVENUE,N
M,P-154803,EAST   48 STREET,MADISON AVENUE,PARK AVENUE,S
M,P-155872,ELDRIDGE STREET,HESTER STREET,GRAND STREET,W
M,P-155905,AMSTERDAM AVENUE,WEST  101 STREET,WEST  102 STREET,W
M,P-155918,AMSTERDAM AVENUE,WEST  103 STREET,WEST  104 STREET,W
M,P-155919,AMSTERDAM AVENUE,WEST  105 STREET,WEST  106 STREET,W
M,P-155921,AMSTERDAM AVENUE,WEST  107 STREET,WEST  108 STREET,W
M,P-155922,AMSTERDAM AVENUE,WEST  108 STREET,WEST  109 STREET,W
M,P-156480,AMSTERDAM AVENUE,WEST   66 STREET,WEST   70 STREET,W
M,P-156487,AMSTERDAM AVENUE,WEST   66 STREET,WEST   67 STREET,E
M,P-156507,AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,E
M,P-156517,AMSTERDAM AVENUE,WEST  105 STREET,WEST  106 STREET,E
M,P-156518,AMSTERDAM AVENUE,WEST  106 STREET,WEST  107 STREET,E
M,P-156519,AMSTERDAM AVENUE,WEST  107 STREET,WEST  108 STREET,E
M,P-156520,AMSTERDAM AVENUE,WEST  108 STREET,WEST  109 STREET,E
M,P-156728,LEXINGTON AVENUE,EAST   91 STREET,EAST   90 STREET,E
M,P-156730,LEXINGTON AVENUE,EAST   93 STREET,EAST   92 STREET,E
M,P-156732,LEXINGTON AVENUE,EAST   90 STREET,EAST   89 STREET,E
M,P-156743,LEXINGTON AVENUE,EAST   89 STREET,EAST   88 STREET,E
M,P-156844,AVENUE OF THE AMERICAS,WEST   35 STREET,WEST   36 STREET,W
M,P-156949,2 AVENUE,EAST   66 STREET,EAST   65 STREET,E
M,P-156950,2 AVENUE,EAST   65 STREET,EAST   64 STREET,E
M,P-156951,2 AVENUE,EAST   64 STREET,EAST   63 STREET,E
M,P-156953,2 AVENUE,EAST   68 STREET,EAST   67 STREET,E
M,P-156954,2 AVENUE,EAST   69 STREET,EAST   68 STREET,E
M,P-156955,2 AVENUE,EAST   70 STREET,EAST   69 STREET,E
M,P-156956,2 AVENUE,EAST   71 STREET,EAST   70 STREET,E
M,P-156957,2 AVENUE,EAST   72 STREET,EAST   71 STREET,E
M,P-156958,2 AVENUE,EAST   67 STREET,EAST   66 STREET,E
M,P-156959,2 AVENUE,EAST   79 STREET,EAST   78 STREET,E
M,P-156960,2 AVENUE,EAST   78 STREET,EAST   77 STREET,E
M,P-156962,2 AVENUE,EAST   76 STREET,EAST   75 STREET,E
M,P-156963,2 AVENUE,EAST   75 STREET,EAST   74 STREET,E
M,P-156964,2 AVENUE,EAST   74 STREET,EAST   73 STREET,E
M,P-156965,2 AVENUE,EAST   73 STREET,EAST   72 STREET,E
M,P-156966,2 AVENUE,EAST   83 STREET,EAST   82 STREET,E
M,P-156967,2 AVENUE,EAST   93 STREET,EAST   92 STREET,E
M,P-156968,2 AVENUE,EAST   91 STREET,EAST   90 STREET,E
M,P-156969,2 AVENUE,EAST   90 STREET,EAST   89 STREET,E
M,P-156970,2 AVENUE,EAST   89 STREET,EAST   88 STREET,E
M,P-156971,2 AVENUE,EAST   88 STREET,EAST   87 STREET,E
M,P-156972,2 AVENUE,EAST   87 STREET,EAST   86 STREET,E
M,P-156974,2 AVENUE,EAST   85 STREET,EAST   84 STREET,E
M,P-156975,2 AVENUE,EAST   84 STREET,EAST   83 STREET,E
M,P-156976,2 AVENUE,EAST   81 STREET,EAST   80 STREET,E
M,P-156977,2 AVENUE,EAST   95 STREET,EAST   94 STREET,E
M,P-156978,2 AVENUE,EAST   80 STREET,EAST   79 STREET,E
M,P-156979,2 AVENUE,EAST   92 STREET,EAST   91 STREET,E
M,P-156980,2 AVENUE,EAST   82 STREET,EAST   81 STREET,E
M,P-156981,2 AVENUE,EAST   94 STREET,EAST   93 STREET,E
M,P-157070,2 AVENUE,EAST   95 STREET,EAST   94 STREET,W
M,P-157072,2 AVENUE,EAST   88 STREET,EAST   87 STREET,W
M,P-158704,9 AVENUE,WEST   55 STREET,WEST   54 STREET,E
M,P-158913,LEXINGTON AVENUE,EAST   94 STREET,EAST   93 STREET,E
M,P-159708,LEXINGTON AVENUE,EAST   92 STREET,EAST   91 STREET,E
M,P-159793,HESTER STREET,CHRYSTIE STREET,BOWERY,N
M,P-160288,MADISON AVENUE,EAST   89 STREET,EAST   90 STREET,E
M,P-160289,MADISON AVENUE,EAST   90 STREET,EAST   91 STREET,E
M,P-160293,MADISON AVENUE,EAST   87 STREET,EAST   88 STREET,E
M,P-160297,MADISON AVENUE,EAST   94 STREET,EAST   95 STREET,E
M,P-160336,EAST   80 STREET,PARK AVENUE,LEXINGTON AVENUE,N
M,P-160404,MADISON AVENUE,EAST   90 STREET,EAST   91 STREET,W
M,P-160405,MADISON AVENUE,EAST   91 STREET,EAST   92 STREET,W
M,P-160406,MADISON AVENUE,EAST   92 STREET,EAST   93 STREET,W
M,P-160407,MADISON AVENUE,EAST   93 STREET,EAST   94 STREET,W
M,P-160408,MADISON AVENUE,EAST   94 STREET,EAST   95 STREET,W
M,P-160409,MADISON AVENUE,EAST   86 STREET,EAST   87 STREET,W
M,P-160410,MADISON AVENUE,EAST   95 STREET,EAST   96 STREET,W
M,P-160417,MADISON AVENUE,EAST   87 STREET,EAST   88 STREET,W
M,P-160418,MADISON AVENUE,EAST   88 STREET,EAST   89 STREET,W
M,P-160419,MADISON AVENUE,EAST   89 STREET,EAST   90 STREET,W
M,P-161696,11 AVENUE,WEST   53 STREET,WEST   54 STREET,E
M,P-162083,GREENWICH AVENUE,WEST   13 STREET,EIGHTH AVENUE,E
M,P-162242,EAST  102 STREET,MADISON AVENUE,FIFTH AVENUE,S
M,P-162244,EAST  101 STREET,MADISON AVENUE,FIFTH AVENUE,S
M,P-162245,MADISON AVENUE,EAST  101 STREET,EAST  102 STREET,W
M,P-162246,2 AVENUE,EAST   97 STREET,EAST   96 STREET,E
M,P-162479,ST NICHOLAS AVENUE,WEST  168 STREET,WEST  167 STREET,W
M,P-163559,EAST   87 STREET,YORK AVENUE,FIRST AVENUE,S
M,P-163850,CANAL STREET,FORSYTH STREET,ELDRIDGE STREET,S
M,P-163893,EAST   66 STREET       *N RDWAY,2 AVENUE,3 AVENUE,S
M,P-164515,2 AVENUE,EAST   99 STREET,EAST   97 STREET,E
M,P-164723,AMSTERDAM AVENUE,WEST  109 STREET,WEST  110 STREET,W
M,P-164960,1 AVENUE,EAST   70 STREET,EAST   71 STREET,W
M,P-165017,LUDLOW STREET,BROOME STREET,GRAND STREET,W
M,P-166063,IRVING PLACE,EAST   18 STREET,EAST   17 STREET,W
M,P-166173,IRVING PLACE,EAST   17 STREET,EAST   18 STREET,E
M,P-166210,MULBERRY STREET,BAYARD STREET,CANAL STREET,E
M,P-166250,EAST   24 STREET,MADISON AVENUE,PARK AVENUE SOUTH,N
M,P-166444,2 AVENUE,EAST   93 STREET,EAST   92 STREET,W
M,P-167081,BROADWAY,WEST  104 STREET,WEST  105 STREET,E
M,P-168410,MADISON AVENUE,EAST   92 STREET,EAST   93 STREET,E
M,P-168429,WEST  108 STREET,BROADWAY,AMSTERDAM AVENUE,S
M,P-168883,MADISON AVENUE,EAST   96 STREET,EAST   97 STREET,W
M,P-169105,8 AVENUE,WEST   46 STREET,WEST   47 STREET,E
M,P-169664,NORFOLK STREET,GRAND STREET,BROOME STREET,E
M,P-169669,SECOND AVENUE,EAST   76 STREET,EAST   75 STREET,W
M,P-169971,BROADWAY,WEST  109 STREET,CATHEDRAL PARKWAY,E
M,P-170067,STUYVESANT LOOP EAST,EAST   16 STREET,F D R DRIVE,E
M,P-170070,STUYVESANT LOOP NORTH,EAST   14 STREET,EAST   14 STREET,N
M,P-170076,STUYVESANT LOOP WEST,EAST   18 STREET,EAST   16 STREET,W
M,P-171708,WEST STREET,BATTERY PLACE,MORRIS STREET,E
M,P-172467,WEST   75 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,S
M,P-172518,EAST   36 STREET,MADISON AVENUE,PARK AVENUE,N
M,P-172679,EAST    1 STREET,AVENUE A,1 AVENUE,S
M,P-174854,2 AVENUE,EAST   92 STREET,EAST   91 STREET,W
M,P-175349,ST NICHOLAS AVENUE,WEST  167 STREET,WEST  166 STREET,W
M,P-175593,EAST   66 STREET       *S RDWAY,3 AVENUE,2 AVENUE,N
M,P-175977,EAST  112 STREET,MADISON AVENUE,PARK AVENUE,N
M,P-176183,YORK AVENUE,EAST   86 STREET,EAST   85 STREET,W
M,P-176184,YORK AVENUE,EAST   88 STREET,EAST   87 STREET,W
M,P-176186,YORK AVENUE,EAST   84 STREET,EAST   83 STREET,W
M,P-176187,YORK AVENUE,EAST   82 STREET,EAST   81 STREET,W
M,P-176189,YORK AVENUE,EAST   79 STREET,EAST   78 STREET,W
M,P-177004,CANAL STREET,CHRYSTIE STREET,FORSYTH STREET,N
M,P-177981,AUDUBON AVENUE,WEST  181 STREET,WEST  182 STREET,E
M,P-178100,WEST  145 STREET,BROADWAY,AMSTERDAM AVENUE,S
M,P-178387,EAST   77 STREET,PARK AVENUE,MADISON AVENUE,N
M,P-178847,EAST   85 STREET,FIRST AVENUE,SECOND AVENUE,N
M,P-178852,2 AVENUE,EAST   86 STREET,EAST   85 STREET,E
M,P-179013,WEST   75 STREET,AMSTERDAM AVENUE,BROADWAY,N
M,P-179036,WEST   85 STREET,BROADWAY,WEST END AVENUE,S
M,P-179318,1 AVENUE,EAST   20 STREET,EAST   22 STREET,E
M,P-179733,WEST   76 STREET,BROADWAY,AMSTERDAM AVENUE,N
M,P-180305,BLEECKER STREET,EIGHTH AVENUE,WEST   11 STREET,W
M,P-180545,MADISON AVENUE,EAST   88 STREET,EAST   89 STREET,E
M,P-180546,MADISON AVENUE,EAST   91 STREET,EAST   92 STREET,E
M,P-180547,MADISON AVENUE,EAST   93 STREET,EAST   94 STREET,E
M,P-180553,MADISON AVENUE,EAST   97 STREET,EAST   98 STREET,E
M,P-180650,NINTH AVENUE,WEST   28 STREET,WEST   26 STREET,E
M,P-180775,BROADWAY,WEST  138 STREET,WEST  137 STREET,W
M,P-180794,AVENUE OF THE AMERICAS,WEST   30 STREET,WEST   31 STREET,E
M,P-180920,ELIZABETH STREET,BAYARD STREET,CANAL STREET,E
M,P-180923,LEXINGTON AVENUE,EAST   93 STREET,EAST   92 STREET,W
M,P-181462,NINTH AVENUE,WEST   24 STREET,WEST   23 STREET,W
M,P-181463,NINTH AVENUE,WEST   24 STREET,WEST   23 STREET,E
M,P-181464,NINTH AVENUE,WEST   25 STREET,WEST   24 STREET,E
M,P-182023,BROADWAY,WEST   95 STREET,WEST   96 STREET,E
M,P-182064,EAST   37 STREET,PARK AVENUE,MADISON AVENUE,S
M,P-182098,AVENUE OF THE AMERICAS,WEST    4 STREET,WASHINGTON PLACE,E
M,P-182132,WEST  125 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,S
M,P-182135,EAST   86 STREET,FIRST AVENUE,SECOND AVENUE,N
M,P-182136,WEST  125 STREET,FREDERICK DOUGLASS BOULEVARD,SAINT NICHOLAS AVENUE,N
M,P-182138,WEST  125 STREET,SAINT NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,S
M,P-182139,EAST   86 STREET,SECOND AVENUE,FIRST AVENUE,S
M,P-182140,WEST  125 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,N
M,P-182158,3 AVENUE,EAST   72 STREET,EAST   73 STREET,E
M,P-182216,WEST   35 STREET,BROADWAY,SEVENTH AVENUE,N
M,P-182356,MADISON AVENUE,EAST   37 STREET,EAST   38 STREET,W
M,P-182368,EAST   43 STREET,MADISON AVENUE,5 AVENUE,S
M,P-182383,EAST    8 STREET,5 AVENUE,UNIVERSITY PLACE,N
M,P-182681,MADISON AVENUE,EAST   40 STREET,EAST   41 STREET,W
M,P-182735,MADISON AVENUE,EAST   38 STREET,EAST   39 STREET,W
M,P-182779,EAST   47 STREET,LEXINGTON AVENUE,PARK AVENUE,S
M,P-182929,3 AVENUE,EAST   35 STREET,EAST   36 STREET,W
M,P-182941,8 AVENUE,WEST   45 STREET,WEST   46 STREET,W
M,P-183058,EAST   35 STREET,SECOND AVENUE,QUEENS MIDTOWN TUNNEL EXIT,N
M,P-183099,WEST   96 STREET,BROADWAY,AMSTERDAM AVENUE,S
M,P-183116,PARK AVENUE,EAST   41 STREET,EAST   40 STREET,W
M,P-183121,WEST   56 STREET,9 AVENUE,8 AVENUE,N
M,P-183179,AVENUE OF AMERICAS,WEST   31 STREET,WEST   32 STREET,W
M,P-183205,EAST   47 STREET,VANDERBILT AVENUE,MADISON AVENUE,S
M,P-183212,EAST   32 STREET,LEXINGTON AVENUE,THIRD AVENUE,N
M,P-183279,PARK AVENUE SOUTH,EAST   26 STREET,EAST   27 STREET,E
M,P-183327,3 AVENUE,EAST   38 STREET,EAST   39 STREET,W
M,P-183408,WEST   29 STREET,BROADWAY,AVENUE OF THE AMERICAS,N
M,P-183409,WEST   29 STREET,BROADWAY,AVENUE OF THE AMERICAS,S
M,P-183418,EAST   50 STREET,MADISON AVENUE,PARK AVENUE,N
M,P-183498,WEST   28 STREET,BROADWAY,FIFTH AVENUE,S
M,P-183529,EAST   47 STREET,PARK AVENUE,MADISON AVENUE,N
M,P-183534,EAST   49 STREET,PARK AVENUE,MADISON AVENUE,S
M,P-183592,WEST   31 STREET,AVENUE OF THE AMERICAS,SEVENTH AVENUE,S
M,P-183647,WEST   48 STREET,7 AVENUE,AVENUE OF THE AMERICAS,S
M,P-183669,EAST   37 STREET,MADISON AVENUE,5 AVENUE,N
M,P-183777,WEST  125 STREET,BROADWAY,AMSTERDAM AVENUE,S
M,P-183795,WEST  125 STREET,LENOX AVENUE,FIFTH AVENUE,S
M,P-184055,EAST   53 STREET,MADISON AVENUE,FIFTH AVENUE,S
M,P-184061,WEST  125 STREET,5 AVENUE,LENOX AVENUE,N
M,P-184065,WEST   31 STREET,AVENUE OF THE AMERICAS,SEVENTH AVENUE,N
M,P-185591,EAST   31 STREET,2 AVENUE,3 AVENUE,S
M,P-185865,PEARL STREET,HANOVER STREET,HANOVER SQUARE,W
M,P-185980,EAST   31 STREET,2 AVENUE,3 AVENUE,N
M,P-185983,WEST   81 STREET,BROADWAY,WEST END AVENUE,N
M,P-186148,LEXINGTON AVENUE,EAST   69 STREET,EAST   68 STREET,W
M,P-186368,NINTH AVENUE,WEST   26 STREET,WEST   25 STREET,E
M,P-186384,WEST   46 STREET,AVENUE OF AMERICAS,5 AVENUE,N
M,P-186573,EAST   30 STREET,3 AVENUE,2 AVENUE,N
M,P-186717,BROADWAY,WEST   99 STREET,WEST  100 STREET,E
M,P-186891,GREENWICH STREET,JAY STREET,DUANE STREET,E
M,P-187337,WEST  207 STREET,SHERMAN AVENUE,VERMILYEA AVENUE,N
M,P-187343,WEST  207 STREET,POST AVENUE,SHERMAN AVENUE,N
M,P-187393,WEST  207 STREET,VERMILYEA AVENUE,BROADWAY,N
M,P-187395,WEST  207 STREET,SHERMAN AVENUE,POST AVENUE,S
M,P-187762,NINTH AVENUE,WEST   22 STREET,WEST   21 STREET,W
M,P-187832,WEST   23 STREET,SEVENTH AVENUE,EIGHTH AVENUE,N
M,P-187975,NINTH AVENUE,WEST   22 STREET,WEST   21 STREET,E
M,P-187978,NINTH AVENUE,WEST   18 STREET,WEST   17 STREET,E
M,P-187981,NINTH AVENUE,WEST   23 STREET,WEST   22 STREET,E
